year,geography,data_type,all,category,value
2020,Yakima,Max. % Total Population,50,Male,50
2020,Yakima,Max. Sub-Population,128938,Male,128938
2020,Yakima,Max. Total Population,258200,Male,258200
2020,State Total,Max. % Total Population,50,Male,50
2020,State Total,Max. Sub-Population,3821095,Male,3821095
2020,State Total,Max. Total Population,7656200,Male,7656200
2019,Adams,Max. % Total Population,1,"AIAN Only, NH",1
2019,Adams,Max. Sub-Population,119,"AIAN Only, NH",119
2019,Adams,Max. Total Population,20150,"AIAN Only, NH",20150
2019,Asotin,Max. % Total Population,1,"AIAN Only, NH",1
2019,Asotin,Max. Sub-Population,301,"AIAN Only, NH",301
2019,Asotin,Max. Total Population,22520,"AIAN Only, NH",22520
2019,Benton,Max. % Total Population,1,"AIAN Only, NH",1
2019,Benton,Max. Sub-Population,1431,"AIAN Only, NH",1431
2019,Benton,Max. Total Population,201800,"AIAN Only, NH",201800
2019,Chelan,Max. % Total Population,1,"AIAN Only, NH",1
2019,Chelan,Max. Sub-Population,542,"AIAN Only, NH",542
2019,Chelan,Max. Total Population,78420,"AIAN Only, NH",78420
2019,Clallam,Max. % Total Population,5,"AIAN Only, NH",5
2019,Clallam,Max. Sub-Population,3534,"AIAN Only, NH",3534
2019,Clallam,Max. Total Population,76010,"AIAN Only, NH",76010
2019,Clark,Max. % Total Population,1,"AIAN Only, NH",1
2019,Clark,Max. Sub-Population,3387,"AIAN Only, NH",3387
2019,Clark,Max. Total Population,488500,"AIAN Only, NH",488500
2019,Columbia,Max. % Total Population,1,"AIAN Only, NH",1
2019,Columbia,Max. Sub-Population,61,"AIAN Only, NH",61
2019,Columbia,Max. Total Population,4160,"AIAN Only, NH",4160
2019,Cowlitz,Max. % Total Population,1,"AIAN Only, NH",1
2019,Cowlitz,Max. Sub-Population,1461,"AIAN Only, NH",1461
2019,Cowlitz,Max. Total Population,108950,"AIAN Only, NH",108950
2019,Douglas,Max. % Total Population,1,"AIAN Only, NH",1
2019,Douglas,Max. Sub-Population,316,"AIAN Only, NH",316
2019,Douglas,Max. Total Population,42820,"AIAN Only, NH",42820
2019,Ferry,Max. % Total Population,15,"AIAN Only, NH",15
2019,Ferry,Max. Sub-Population,1138,"AIAN Only, NH",1138
2019,Ferry,Max. Total Population,7830,"AIAN Only, NH",7830
2019,Franklin,Max. % Total Population,0,"AIAN Only, NH",0
2019,Franklin,Max. Sub-Population,417,"AIAN Only, NH",417
2019,Franklin,Max. Total Population,94680,"AIAN Only, NH",94680
2019,Garfield,Max. % Total Population,1,"AIAN Only, NH",1
2019,Garfield,Max. Sub-Population,13,"AIAN Only, NH",13
2019,Garfield,Max. Total Population,2220,"AIAN Only, NH",2220
2019,Grant,Max. % Total Population,1,"AIAN Only, NH",1
2019,Grant,Max. Sub-Population,827,"AIAN Only, NH",827
2019,Grant,Max. Total Population,98740,"AIAN Only, NH",98740
2019,Grays Harbor,Max. % Total Population,4,"AIAN Only, NH",4
2019,Grays Harbor,Max. Sub-Population,3056,"AIAN Only, NH",3056
2019,Grays Harbor,Max. Total Population,74160,"AIAN Only, NH",74160
2019,Island,Max. % Total Population,1,"AIAN Only, NH",1
2019,Island,Max. Sub-Population,585,"AIAN Only, NH",585
2019,Island,Max. Total Population,84820,"AIAN Only, NH",84820
2019,Jefferson,Max. % Total Population,2,"AIAN Only, NH",2
2019,Jefferson,Max. Sub-Population,701,"AIAN Only, NH",701
2019,Jefferson,Max. Total Population,31900,"AIAN Only, NH",31900
2019,King,Max. % Total Population,1,"AIAN Only, NH",1
2019,King,Max. Sub-Population,13547,"AIAN Only, NH",13547
2019,King,Max. Total Population,2226300,"AIAN Only, NH",2226300
2019,Kitsap,Max. % Total Population,1,"AIAN Only, NH",1
2019,Kitsap,Max. Sub-Population,3685,"AIAN Only, NH",3685
2019,Kitsap,Max. Total Population,270100,"AIAN Only, NH",270100
2019,Kittitas,Max. % Total Population,1,"AIAN Only, NH",1
2019,Kittitas,Max. Sub-Population,418,"AIAN Only, NH",418
2019,Kittitas,Max. Total Population,46570,"AIAN Only, NH",46570
2019,Klickitat,Max. % Total Population,2,"AIAN Only, NH",2
2019,Klickitat,Max. Sub-Population,348,"AIAN Only, NH",348
2019,Klickitat,Max. Total Population,22430,"AIAN Only, NH",22430
2019,Lewis,Max. % Total Population,1,"AIAN Only, NH",1
2019,Lewis,Max. Sub-Population,1069,"AIAN Only, NH",1069
2019,Lewis,Max. Total Population,79480,"AIAN Only, NH",79480
2019,Lincoln,Max. % Total Population,2,"AIAN Only, NH",2
2019,Lincoln,Max. Sub-Population,171,"AIAN Only, NH",171
2019,Lincoln,Max. Total Population,10960,"AIAN Only, NH",10960
2019,Mason,Max. % Total Population,3,"AIAN Only, NH",3
2019,Mason,Max. Sub-Population,1978,"AIAN Only, NH",1978
2019,Mason,Max. Total Population,64980,"AIAN Only, NH",64980
2019,Okanogan,Max. % Total Population,10,"AIAN Only, NH",10
2019,Okanogan,Max. Sub-Population,4433,"AIAN Only, NH",4433
2019,Okanogan,Max. Total Population,42730,"AIAN Only, NH",42730
2019,Pacific,Max. % Total Population,2,"AIAN Only, NH",2
2019,Pacific,Max. Sub-Population,418,"AIAN Only, NH",418
2019,Pacific,Max. Total Population,21640,"AIAN Only, NH",21640
2019,Pend Oreille,Max. % Total Population,4,"AIAN Only, NH",4
2019,Pend Oreille,Max. Sub-Population,494,"AIAN Only, NH",494
2019,Pend Oreille,Max. Total Population,13740,"AIAN Only, NH",13740
2019,Pierce,Max. % Total Population,1,"AIAN Only, NH",1
2019,Pierce,Max. Sub-Population,9829,"AIAN Only, NH",9829
2019,Pierce,Max. Total Population,888300,"AIAN Only, NH",888300
2019,San Juan,Max. % Total Population,1,"AIAN Only, NH",1
2019,San Juan,Max. Sub-Population,104,"AIAN Only, NH",104
2019,San Juan,Max. Total Population,17150,"AIAN Only, NH",17150
2019,Skagit,Max. % Total Population,2,"AIAN Only, NH",2
2019,Skagit,Max. Sub-Population,2197,"AIAN Only, NH",2197
2019,Skagit,Max. Total Population,129200,"AIAN Only, NH",129200
2019,Skamania,Max. % Total Population,1,"AIAN Only, NH",1
2019,Skamania,Max. Sub-Population,151,"AIAN Only, NH",151
2019,Skamania,Max. Total Population,12060,"AIAN Only, NH",12060
2019,Snohomish,Max. % Total Population,1,"AIAN Only, NH",1
2019,Snohomish,Max. Sub-Population,9083,"AIAN Only, NH",9083
2019,Snohomish,Max. Total Population,818700,"AIAN Only, NH",818700
2019,Spokane,Max. % Total Population,1,"AIAN Only, NH",1
2019,Spokane,Max. Sub-Population,7152,"AIAN Only, NH",7152
2019,Spokane,Max. Total Population,515250,"AIAN Only, NH",515250
2019,Stevens,Max. % Total Population,5,"AIAN Only, NH",5
2019,Stevens,Max. Sub-Population,2402,"AIAN Only, NH",2402
2019,Stevens,Max. Total Population,45570,"AIAN Only, NH",45570
2019,Thurston,Max. % Total Population,1,"AIAN Only, NH",1
2019,Thurston,Max. Sub-Population,3333,"AIAN Only, NH",3333
2019,Thurston,Max. Total Population,285800,"AIAN Only, NH",285800
2019,Wahkiakum,Max. % Total Population,1,"AIAN Only, NH",1
2019,Wahkiakum,Max. Sub-Population,47,"AIAN Only, NH",47
2019,Wahkiakum,Max. Total Population,4190,"AIAN Only, NH",4190
2019,Walla Walla,Max. % Total Population,1,"AIAN Only, NH",1
2019,Walla Walla,Max. Sub-Population,486,"AIAN Only, NH",486
2019,Walla Walla,Max. Total Population,62200,"AIAN Only, NH",62200
2019,Whatcom,Max. % Total Population,3,"AIAN Only, NH",3
2019,Whatcom,Max. Sub-Population,5669,"AIAN Only, NH",5669
2019,Whatcom,Max. Total Population,225300,"AIAN Only, NH",225300
2019,Whitman,Max. % Total Population,1,"AIAN Only, NH",1
2019,Whitman,Max. Sub-Population,313,"AIAN Only, NH",313
2019,Whitman,Max. Total Population,50130,"AIAN Only, NH",50130
2019,Yakima,Max. % Total Population,3,"AIAN Only, NH",3
2019,Yakima,Max. Sub-Population,8786,"AIAN Only, NH",8786
2019,Yakima,Max. Total Population,255950,"AIAN Only, NH",255950
2019,State Total,Max. % Total Population,1,"AIAN Only, NH",1
2019,State Total,Max. Sub-Population,94002,"AIAN Only, NH",94002
2019,State Total,Max. Total Population,7546410,"AIAN Only, NH",7546410
2020,Adams,Max. % Total Population,1,"AIAN Only, NH",1
2020,Adams,Max. Sub-Population,127,"AIAN Only, NH",127
2020,Adams,Max. Total Population,20450,"AIAN Only, NH",20450
2020,Asotin,Max. % Total Population,1,"AIAN Only, NH",1
2020,Asotin,Max. Sub-Population,295,"AIAN Only, NH",295
2020,Asotin,Max. Total Population,22640,"AIAN Only, NH",22640
2020,Benton,Max. % Total Population,1,"AIAN Only, NH",1
2020,Benton,Max. Sub-Population,1463,"AIAN Only, NH",1463
2020,Benton,Max. Total Population,205700,"AIAN Only, NH",205700
2020,Chelan,Max. % Total Population,1,"AIAN Only, NH",1
2020,Chelan,Max. Sub-Population,538,"AIAN Only, NH",538
2020,Chelan,Max. Total Population,79660,"AIAN Only, NH",79660
2020,Clallam,Max. % Total Population,5,"AIAN Only, NH",5
2020,Clallam,Max. Sub-Population,3564,"AIAN Only, NH",3564
2020,Clallam,Max. Total Population,76770,"AIAN Only, NH",76770
2020,Clark,Max. % Total Population,1,"AIAN Only, NH",1
2020,Clark,Max. Sub-Population,3424,"AIAN Only, NH",3424
2020,Clark,Max. Total Population,499200,"AIAN Only, NH",499200
2020,Columbia,Max. % Total Population,1,"AIAN Only, NH",1
2020,Columbia,Max. Sub-Population,59,"AIAN Only, NH",59
2020,Columbia,Max. Total Population,4185,"AIAN Only, NH",4185
2020,Cowlitz,Max. % Total Population,1,"AIAN Only, NH",1
2020,Cowlitz,Max. Sub-Population,1502,"AIAN Only, NH",1502
2020,Cowlitz,Max. Total Population,110500,"AIAN Only, NH",110500
2020,Douglas,Max. % Total Population,1,"AIAN Only, NH",1
2020,Douglas,Max. Sub-Population,342,"AIAN Only, NH",342
2020,Douglas,Max. Total Population,43750,"AIAN Only, NH",43750
2020,Ferry,Max. % Total Population,14,"AIAN Only, NH",14
2020,Ferry,Max. Sub-Population,1123,"AIAN Only, NH",1123
2020,Ferry,Max. Total Population,7910,"AIAN Only, NH",7910
2020,Franklin,Max. % Total Population,0,"AIAN Only, NH",0
2020,Franklin,Max. Sub-Population,430,"AIAN Only, NH",430
2020,Franklin,Max. Total Population,96760,"AIAN Only, NH",96760
2020,Garfield,Max. % Total Population,1,"AIAN Only, NH",1
2020,Garfield,Max. Sub-Population,12,"AIAN Only, NH",12
2020,Garfield,Max. Total Population,2225,"AIAN Only, NH",2225
2020,Grant,Max. % Total Population,1,"AIAN Only, NH",1
2020,Grant,Max. Sub-Population,864,"AIAN Only, NH",864
2020,Grant,Max. Total Population,100130,"AIAN Only, NH",100130
2020,Grays Harbor,Max. % Total Population,4,"AIAN Only, NH",4
2020,Grays Harbor,Max. Sub-Population,3067,"AIAN Only, NH",3067
2020,Grays Harbor,Max. Total Population,74720,"AIAN Only, NH",74720
2020,Island,Max. % Total Population,1,"AIAN Only, NH",1
2020,Island,Max. Sub-Population,612,"AIAN Only, NH",612
2020,Island,Max. Total Population,85530,"AIAN Only, NH",85530
2020,Jefferson,Max. % Total Population,2,"AIAN Only, NH",2
2020,Jefferson,Max. Sub-Population,684,"AIAN Only, NH",684
2020,Jefferson,Max. Total Population,32190,"AIAN Only, NH",32190
2020,King,Max. % Total Population,1,"AIAN Only, NH",1
2020,King,Max. Sub-Population,13703,"AIAN Only, NH",13703
2020,King,Max. Total Population,2260800,"AIAN Only, NH",2260800
2020,Kitsap,Max. % Total Population,1,"AIAN Only, NH",1
2020,Kitsap,Max. Sub-Population,3693,"AIAN Only, NH",3693
2020,Kitsap,Max. Total Population,272200,"AIAN Only, NH",272200
2020,Kittitas,Max. % Total Population,1,"AIAN Only, NH",1
2020,Kittitas,Max. Sub-Population,437,"AIAN Only, NH",437
2020,Kittitas,Max. Total Population,48140,"AIAN Only, NH",48140
2020,Klickitat,Max. % Total Population,1,"AIAN Only, NH",1
2020,Klickitat,Max. Sub-Population,332,"AIAN Only, NH",332
2020,Klickitat,Max. Total Population,22770,"AIAN Only, NH",22770
2020,Lewis,Max. % Total Population,1,"AIAN Only, NH",1
2020,Lewis,Max. Sub-Population,1075,"AIAN Only, NH",1075
2020,Lewis,Max. Total Population,80250,"AIAN Only, NH",80250
2020,Lincoln,Max. % Total Population,2,"AIAN Only, NH",2
2020,Lincoln,Max. Sub-Population,175,"AIAN Only, NH",175
2020,Lincoln,Max. Total Population,11050,"AIAN Only, NH",11050
2020,Mason,Max. % Total Population,3,"AIAN Only, NH",3
2020,Mason,Max. Sub-Population,1970,"AIAN Only, NH",1970
2020,Mason,Max. Total Population,65650,"AIAN Only, NH",65650
2020,Okanogan,Max. % Total Population,10,"AIAN Only, NH",10
2020,Okanogan,Max. Sub-Population,4509,"AIAN Only, NH",4509
2020,Okanogan,Max. Total Population,43130,"AIAN Only, NH",43130
2020,Pacific,Max. % Total Population,2,"AIAN Only, NH",2
2020,Pacific,Max. Sub-Population,406,"AIAN Only, NH",406
2020,Pacific,Max. Total Population,21840,"AIAN Only, NH",21840
2020,Pend Oreille,Max. % Total Population,4,"AIAN Only, NH",4
2020,Pend Oreille,Max. Sub-Population,504,"AIAN Only, NH",504
2020,Pend Oreille,Max. Total Population,13850,"AIAN Only, NH",13850
2020,Pierce,Max. % Total Population,1,"AIAN Only, NH",1
2020,Pierce,Max. Sub-Population,9941,"AIAN Only, NH",9941
2020,Pierce,Max. Total Population,900700,"AIAN Only, NH",900700
2020,San Juan,Max. % Total Population,1,"AIAN Only, NH",1
2020,San Juan,Max. Sub-Population,104,"AIAN Only, NH",104
2020,San Juan,Max. Total Population,17340,"AIAN Only, NH",17340
2020,Skagit,Max. % Total Population,2,"AIAN Only, NH",2
2020,Skagit,Max. Sub-Population,2189,"AIAN Only, NH",2189
2020,Skagit,Max. Total Population,130450,"AIAN Only, NH",130450
2020,Skamania,Max. % Total Population,1,"AIAN Only, NH",1
2020,Skamania,Max. Sub-Population,155,"AIAN Only, NH",155
2020,Skamania,Max. Total Population,12220,"AIAN Only, NH",12220
2020,Snohomish,Max. % Total Population,1,"AIAN Only, NH",1
2020,Snohomish,Max. Sub-Population,9195,"AIAN Only, NH",9195
2020,Snohomish,Max. Total Population,830500,"AIAN Only, NH",830500
2020,Spokane,Max. % Total Population,1,"AIAN Only, NH",1
2020,Spokane,Max. Sub-Population,7279,"AIAN Only, NH",7279
2020,Spokane,Max. Total Population,522600,"AIAN Only, NH",522600
2020,Stevens,Max. % Total Population,5,"AIAN Only, NH",5
2020,Stevens,Max. Sub-Population,2410,"AIAN Only, NH",2410
2020,Stevens,Max. Total Population,45920,"AIAN Only, NH",45920
2020,Thurston,Max. % Total Population,1,"AIAN Only, NH",1
2020,Thurston,Max. Sub-Population,3429,"AIAN Only, NH",3429
2020,Thurston,Max. Total Population,291000,"AIAN Only, NH",291000
2020,Wahkiakum,Max. % Total Population,1,"AIAN Only, NH",1
2020,Wahkiakum,Max. Sub-Population,48,"AIAN Only, NH",48
2020,Wahkiakum,Max. Total Population,4210,"AIAN Only, NH",4210
2020,Walla Walla,Max. % Total Population,1,"AIAN Only, NH",1
2020,Walla Walla,Max. Sub-Population,495,"AIAN Only, NH",495
2020,Walla Walla,Max. Total Population,62580,"AIAN Only, NH",62580
2020,Whatcom,Max. % Total Population,3,"AIAN Only, NH",3
2020,Whatcom,Max. Sub-Population,5717,"AIAN Only, NH",5717
2020,Whatcom,Max. Total Population,228000,"AIAN Only, NH",228000
2020,Whitman,Max. % Total Population,1,"AIAN Only, NH",1
2020,Whitman,Max. Sub-Population,306,"AIAN Only, NH",306
2020,Whitman,Max. Total Population,50480,"AIAN Only, NH",50480
2020,Yakima,Max. % Total Population,3,"AIAN Only, NH",3
2020,Yakima,Max. Sub-Population,8862,"AIAN Only, NH",8862
2020,Yakima,Max. Total Population,258200,"AIAN Only, NH",258200
2020,State Total,Max. % Total Population,1,"AIAN Only, NH",1
2020,State Total,Max. Sub-Population,95040,"AIAN Only, NH",95040
2020,State Total,Max. Total Population,7656200,"AIAN Only, NH",7656200
2019,Adams,Max. % Total Population,1,"Asian Only, NH",1
2019,Adams,Max. Sub-Population,126,"Asian Only, NH",126
2019,Adams,Max. Total Population,20150,"Asian Only, NH",20150
2019,Asotin,Max. % Total Population,1,"Asian Only, NH",1
2019,Asotin,Max. Sub-Population,170,"Asian Only, NH",170
2019,Asotin,Max. Total Population,22520,"Asian Only, NH",22520
2019,Benton,Max. % Total Population,3,"Asian Only, NH",3
2019,Benton,Max. Sub-Population,6452,"Asian Only, NH",6452
2019,Benton,Max. Total Population,201800,"Asian Only, NH",201800
2019,Chelan,Max. % Total Population,1,"Asian Only, NH",1
2019,Chelan,Max. Sub-Population,798,"Asian Only, NH",798
2019,Chelan,Max. Total Population,78420,"Asian Only, NH",78420
2019,Clallam,Max. % Total Population,2,"Asian Only, NH",2
2019,Clallam,Max. Sub-Population,1389,"Asian Only, NH",1389
2019,Clallam,Max. Total Population,76010,"Asian Only, NH",76010
2019,Clark,Max. % Total Population,5,"Asian Only, NH",5
2019,Clark,Max. Sub-Population,24503,"Asian Only, NH",24503
2019,Clark,Max. Total Population,488500,"Asian Only, NH",488500
2019,Columbia,Max. % Total Population,1,"Asian Only, NH",1
2019,Columbia,Max. Sub-Population,38,"Asian Only, NH",38
2019,Columbia,Max. Total Population,4160,"Asian Only, NH",4160
2019,Cowlitz,Max. % Total Population,2,"Asian Only, NH",2
2019,Cowlitz,Max. Sub-Population,1894,"Asian Only, NH",1894
2019,Cowlitz,Max. Total Population,108950,"Asian Only, NH",108950
2019,Douglas,Max. % Total Population,1,"Asian Only, NH",1
2019,Douglas,Max. Sub-Population,357,"Asian Only, NH",357
2019,Douglas,Max. Total Population,42820,"Asian Only, NH",42820
2019,Ferry,Max. % Total Population,1,"Asian Only, NH",1
2019,Ferry,Max. Sub-Population,104,"Asian Only, NH",104
2019,Ferry,Max. Total Population,7830,"Asian Only, NH",7830
2019,Franklin,Max. % Total Population,2,"Asian Only, NH",2
2019,Franklin,Max. Sub-Population,1944,"Asian Only, NH",1944
2019,Franklin,Max. Total Population,94680,"Asian Only, NH",94680
2019,Garfield,Max. % Total Population,1,"Asian Only, NH",1
2019,Garfield,Max. Sub-Population,27,"Asian Only, NH",27
2019,Garfield,Max. Total Population,2220,"Asian Only, NH",2220
2019,Grant,Max. % Total Population,1,"Asian Only, NH",1
2019,Grant,Max. Sub-Population,1020,"Asian Only, NH",1020
2019,Grant,Max. Total Population,98740,"Asian Only, NH",98740
2019,Grays Harbor,Max. % Total Population,2,"Asian Only, NH",2
2019,Grays Harbor,Max. Sub-Population,1211,"Asian Only, NH",1211
2019,Grays Harbor,Max. Total Population,74160,"Asian Only, NH",74160
2019,Island,Max. % Total Population,5,"Asian Only, NH",5
2019,Island,Max. Sub-Population,4363,"Asian Only, NH",4363
2019,Island,Max. Total Population,84820,"Asian Only, NH",84820
2019,Jefferson,Max. % Total Population,2,"Asian Only, NH",2
2019,Jefferson,Max. Sub-Population,621,"Asian Only, NH",621
2019,Jefferson,Max. Total Population,31900,"Asian Only, NH",31900
2019,King,Max. % Total Population,18,"Asian Only, NH",18
2019,King,Max. Sub-Population,405930,"Asian Only, NH",405930
2019,King,Max. Total Population,2226300,"Asian Only, NH",2226300
2019,Kitsap,Max. % Total Population,6,"Asian Only, NH",6
2019,Kitsap,Max. Sub-Population,15194,"Asian Only, NH",15194
2019,Kitsap,Max. Total Population,270100,"Asian Only, NH",270100
2019,Kittitas,Max. % Total Population,2,"Asian Only, NH",2
2019,Kittitas,Max. Sub-Population,952,"Asian Only, NH",952
2019,Kittitas,Max. Total Population,46570,"Asian Only, NH",46570
2019,Klickitat,Max. % Total Population,1,"Asian Only, NH",1
2019,Klickitat,Max. Sub-Population,165,"Asian Only, NH",165
2019,Klickitat,Max. Total Population,22430,"Asian Only, NH",22430
2019,Lewis,Max. % Total Population,1,"Asian Only, NH",1
2019,Lewis,Max. Sub-Population,899,"Asian Only, NH",899
2019,Lewis,Max. Total Population,79480,"Asian Only, NH",79480
2019,Lincoln,Max. % Total Population,1,"Asian Only, NH",1
2019,Lincoln,Max. Sub-Population,59,"Asian Only, NH",59
2019,Lincoln,Max. Total Population,10960,"Asian Only, NH",10960
2019,Mason,Max. % Total Population,1,"Asian Only, NH",1
2019,Mason,Max. Sub-Population,894,"Asian Only, NH",894
2019,Mason,Max. Total Population,64980,"Asian Only, NH",64980
2019,Okanogan,Max. % Total Population,1,"Asian Only, NH",1
2019,Okanogan,Max. Sub-Population,324,"Asian Only, NH",324
2019,Okanogan,Max. Total Population,42730,"Asian Only, NH",42730
2019,Pacific,Max. % Total Population,2,"Asian Only, NH",2
2019,Pacific,Max. Sub-Population,507,"Asian Only, NH",507
2019,Pacific,Max. Total Population,21640,"Asian Only, NH",21640
2019,Pend Oreille,Max. % Total Population,1,"Asian Only, NH",1
2019,Pend Oreille,Max. Sub-Population,122,"Asian Only, NH",122
2019,Pend Oreille,Max. Total Population,13740,"Asian Only, NH",13740
2019,Pierce,Max. % Total Population,7,"Asian Only, NH",7
2019,Pierce,Max. Sub-Population,62295,"Asian Only, NH",62295
2019,Pierce,Max. Total Population,888300,"Asian Only, NH",888300
2019,San Juan,Max. % Total Population,1,"Asian Only, NH",1
2019,San Juan,Max. Sub-Population,252,"Asian Only, NH",252
2019,San Juan,Max. Total Population,17150,"Asian Only, NH",17150
2019,Skagit,Max. % Total Population,2,"Asian Only, NH",2
2019,Skagit,Max. Sub-Population,2832,"Asian Only, NH",2832
2019,Skagit,Max. Total Population,129200,"Asian Only, NH",129200
2019,Skamania,Max. % Total Population,1,"Asian Only, NH",1
2019,Skamania,Max. Sub-Population,138,"Asian Only, NH",138
2019,Skamania,Max. Total Population,12060,"Asian Only, NH",12060
2019,Snohomish,Max. % Total Population,11,"Asian Only, NH",11
2019,Snohomish,Max. Sub-Population,92570,"Asian Only, NH",92570
2019,Snohomish,Max. Total Population,818700,"Asian Only, NH",818700
2019,Spokane,Max. % Total Population,3,"Asian Only, NH",3
2019,Spokane,Max. Sub-Population,13110,"Asian Only, NH",13110
2019,Spokane,Max. Total Population,515250,"Asian Only, NH",515250
2019,Stevens,Max. % Total Population,1,"Asian Only, NH",1
2019,Stevens,Max. Sub-Population,343,"Asian Only, NH",343
2019,Stevens,Max. Total Population,45570,"Asian Only, NH",45570
2019,Thurston,Max. % Total Population,6,"Asian Only, NH",6
2019,Thurston,Max. Sub-Population,17847,"Asian Only, NH",17847
2019,Thurston,Max. Total Population,285800,"Asian Only, NH",285800
2019,Wahkiakum,Max. % Total Population,1,"Asian Only, NH",1
2019,Wahkiakum,Max. Sub-Population,37,"Asian Only, NH",37
2019,Wahkiakum,Max. Total Population,4190,"Asian Only, NH",4190
2019,Walla Walla,Max. % Total Population,2,"Asian Only, NH",2
2019,Walla Walla,Max. Sub-Population,980,"Asian Only, NH",980
2019,Walla Walla,Max. Total Population,62200,"Asian Only, NH",62200
2019,Whatcom,Max. % Total Population,4,"Asian Only, NH",4
2019,Whatcom,Max. Sub-Population,9783,"Asian Only, NH",9783
2019,Whatcom,Max. Total Population,225300,"Asian Only, NH",225300
2019,Whitman,Max. % Total Population,10,"Asian Only, NH",10
2019,Whitman,Max. Sub-Population,5203,"Asian Only, NH",5203
2019,Whitman,Max. Total Population,50130,"Asian Only, NH",50130
2019,Yakima,Max. % Total Population,1,"Asian Only, NH",1
2019,Yakima,Max. Sub-Population,3136,"Asian Only, NH",3136
2019,Yakima,Max. Total Population,255950,"Asian Only, NH",255950
2019,State Total,Max. % Total Population,9,"Asian Only, NH",9
2019,State Total,Max. Sub-Population,678589,"Asian Only, NH",678589
2019,State Total,Max. Total Population,7546410,"Asian Only, NH",7546410
2020,Adams,Max. % Total Population,1,"Asian Only, NH",1
2020,Adams,Max. Sub-Population,135,"Asian Only, NH",135
2020,Adams,Max. Total Population,20450,"Asian Only, NH",20450
2020,Asotin,Max. % Total Population,1,"Asian Only, NH",1
2020,Asotin,Max. Sub-Population,166,"Asian Only, NH",166
2020,Asotin,Max. Total Population,22640,"Asian Only, NH",22640
2020,Benton,Max. % Total Population,3,"Asian Only, NH",3
2020,Benton,Max. Sub-Population,6856,"Asian Only, NH",6856
2020,Benton,Max. Total Population,205700,"Asian Only, NH",205700
2020,Chelan,Max. % Total Population,1,"Asian Only, NH",1
2020,Chelan,Max. Sub-Population,846,"Asian Only, NH",846
2020,Chelan,Max. Total Population,79660,"Asian Only, NH",79660
2020,Clallam,Max. % Total Population,2,"Asian Only, NH",2
2020,Clallam,Max. Sub-Population,1471,"Asian Only, NH",1471
2020,Clallam,Max. Total Population,76770,"Asian Only, NH",76770
2020,Clark,Max. % Total Population,5,"Asian Only, NH",5
2020,Clark,Max. Sub-Population,26187,"Asian Only, NH",26187
2020,Clark,Max. Total Population,499200,"Asian Only, NH",499200
2020,Columbia,Max. % Total Population,1,"Asian Only, NH",1
2020,Columbia,Max. Sub-Population,43,"Asian Only, NH",43
2020,Columbia,Max. Total Population,4185,"Asian Only, NH",4185
2020,Cowlitz,Max. % Total Population,2,"Asian Only, NH",2
2020,Cowlitz,Max. Sub-Population,2003,"Asian Only, NH",2003
2020,Cowlitz,Max. Total Population,110500,"Asian Only, NH",110500
2020,Douglas,Max. % Total Population,1,"Asian Only, NH",1
2020,Douglas,Max. Sub-Population,379,"Asian Only, NH",379
2020,Douglas,Max. Total Population,43750,"Asian Only, NH",43750
2020,Ferry,Max. % Total Population,1,"Asian Only, NH",1
2020,Ferry,Max. Sub-Population,116,"Asian Only, NH",116
2020,Ferry,Max. Total Population,7910,"Asian Only, NH",7910
2020,Franklin,Max. % Total Population,2,"Asian Only, NH",2
2020,Franklin,Max. Sub-Population,2041,"Asian Only, NH",2041
2020,Franklin,Max. Total Population,96760,"Asian Only, NH",96760
2020,Garfield,Max. % Total Population,1,"Asian Only, NH",1
2020,Garfield,Max. Sub-Population,28,"Asian Only, NH",28
2020,Garfield,Max. Total Population,2225,"Asian Only, NH",2225
2020,Grant,Max. % Total Population,1,"Asian Only, NH",1
2020,Grant,Max. Sub-Population,1057,"Asian Only, NH",1057
2020,Grant,Max. Total Population,100130,"Asian Only, NH",100130
2020,Grays Harbor,Max. % Total Population,2,"Asian Only, NH",2
2020,Grays Harbor,Max. Sub-Population,1263,"Asian Only, NH",1263
2020,Grays Harbor,Max. Total Population,74720,"Asian Only, NH",74720
2020,Island,Max. % Total Population,5,"Asian Only, NH",5
2020,Island,Max. Sub-Population,4640,"Asian Only, NH",4640
2020,Island,Max. Total Population,85530,"Asian Only, NH",85530
2020,Jefferson,Max. % Total Population,2,"Asian Only, NH",2
2020,Jefferson,Max. Sub-Population,648,"Asian Only, NH",648
2020,Jefferson,Max. Total Population,32190,"Asian Only, NH",32190
2020,King,Max. % Total Population,19,"Asian Only, NH",19
2020,King,Max. Sub-Population,429652,"Asian Only, NH",429652
2020,King,Max. Total Population,2260800,"Asian Only, NH",2260800
2020,Kitsap,Max. % Total Population,6,"Asian Only, NH",6
2020,Kitsap,Max. Sub-Population,15936,"Asian Only, NH",15936
2020,Kitsap,Max. Total Population,272200,"Asian Only, NH",272200
2020,Kittitas,Max. % Total Population,2,"Asian Only, NH",2
2020,Kittitas,Max. Sub-Population,997,"Asian Only, NH",997
2020,Kittitas,Max. Total Population,48140,"Asian Only, NH",48140
2020,Klickitat,Max. % Total Population,1,"Asian Only, NH",1
2020,Klickitat,Max. Sub-Population,169,"Asian Only, NH",169
2020,Klickitat,Max. Total Population,22770,"Asian Only, NH",22770
2020,Lewis,Max. % Total Population,1,"Asian Only, NH",1
